system_id,timestamp,instantaneous_power_W,temperature_C,voltage,alnid,alnip,aluvd,aluvp,bld,blh,cape,cbh,cdir,cp,crr,csf,d2m,deg0l,dndza,dndzn,dwi,fdir,hcc,ie,ilspf,ishf,kx,latitude,lcc,longitude,lsf,lsp,lsrr,mcc,pev,ptype,skt,slhf,sp,ssr,ssrc,ssrd,ssrdc,str,strc,strd,strdc,t2m,tcc,tciw,tclw,tcwv,tisr,totalx,tp,tsr,tsrc,ttr,ttrc,u10,u100,u10n,uvb,v10,v100,wind
10441,2022-01-01 08:30:00,2.5,,223.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,2022-01-01 08:45:00,13.333333333333334,,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,2022-01-01 09:00:00,25.33333333333333,,220.66666666666663,0.18551409244537354,0.17751729488372803,0.0422150194644928,0.04134643077850342,605.5,82.217041015625,0.101806640625,34.107421875,463087.0,0.0,2.3283064365386963e-10,0.0,278.6112365722656,3561.5439453125,-0.7936562299728394,-0.7936402559280396,,230587.875,0.0,-1.0065050446428359e-05,1.0,-24.094253540039062,-16.212221145629883,43.75,0.9273648262023926,11.25,0.0,7.902272045612335e-06,6.011687219142914e-07,0.0,-2.1827640011906624e-05,1.0000457763671875,281.8248291015625,-57526.375,99387.140625,394589.375,574534.125,454513.625,663248.875,-137295.46875,-305900.0625,1124332.75,913959.625,278.6341857910156,0.9273648262023926,0.0,0.1739673614501953,8.377647399902344,1124237.375,29.702913284301758,8.163973689079285e-06,694252.125,860905.375,-950268.6875,-923276.625,-0.20413541793823242,0.685549259185791,-0.23682773113250732,36905.359375,0.6941366195678711,1.3031364679336548,
10441,2022-01-01 09:15:00,51.66666666666666,,217.66666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,2022-01-01 09:30:00,70.33333333333333,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,2022-01-01 09:45:00,81.66666666666667,,215.66666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,2022-01-01 10:00:00,123.66666666666669,,214.66666666666663,0.1855042278766632,0.17750762403011322,0.0422150194644928,0.04134643077850342,584.8125,88.347900390625,0.91455078125,38.5703125,806969.75,0.0,2.3283064365386963e-10,0.0,278.8934326171875,3562.757080078125,-1.0000009536743164,-1.0000009536743164,,371430.75,0.0,-1.861300552263856e-05,1.0,-54.17588806152344,-16.07316017150879,43.75,0.9078937768936157,11.25,0.0,7.902272045612335e-06,9.015202522277832e-07,0.0,-4.121131496503949e-05,1.0000457763671875,282.6458740234375,-100467.75,99442.71875,650998.375,919780.75,741650.875,1058600.0,-223187.5,-352348.8125,1073168.5,928739.875,278.9820556640625,0.9078937768936157,0.0,0.18632566928863525,7.743120193481445,1622270.375,29.754375457763672,8.163973689079285e-06,1050763.875,1288547.5,-955879.0,-944538.3125,0.17808640003204346,0.24837422370910645,0.20982074737548828,79839.921875,0.6337603330612183,0.6789953708648682,
10441,2022-01-01 10:15:00,144.66666666666666,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,2022-01-01 10:30:00,168.66666666666666,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,2022-01-01 10:45:00,204.66666666666663,,222.33333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,2022-01-01 11:00:00,231.33333333333331,,222.33333333333331,0.1855042278766632,0.17750762403011322,0.0422150194644928,0.04136064648628235,667.5,137.957763671875,0.609619140625,30.201171875,1027093.25,0.0,2.3283064365386963e-10,0.0,279.51483154296875,3563.97021484375,-0.787177324295044,-0.7827630043029785,,639628.75,0.0,-1.9839179003611207e-05,1.0,-58.976806640625,-16.91511344909668,43.75,0.8706910610198975,11.25,0.0,3.2531097531318665e-06,1.5040859580039978e-07,0.0,-8.052372140809894e-05,1.0000457763671875,284.4936828613281,-181035.875,99398.25,925567.75,1132852.25,1056764.625,1303318.25,-235061.03125,-376888.5625,1098091.75,942531.8125,279.71246337890625,0.8706910610198975,0.0,0.16077017784118652,7.7544708251953125,1916709.75,29.718748092651367,3.3602118492126465e-06,1371358.375,1546461.5,-964899.8125,-957199.3125,0.9090176820755005,1.1547682285308838,1.0505707263946533,106877.046875,0.8401095867156982,0.957382082939148,
